학제,학교명,지역,설립,재적학생수,재학생수,휴학생수,총장및전임교원수
대학부설대학원,우송대학교 보건복지대학원,대전,사립,70 ,66 ,4 ,
대학부설대학원,우송대학교 TESOLㆍMALL대학원,대전,사립,34 ,28 ,6 ,
대학부설대학원,우송대학교 공학·디자인대학원,대전,사립,,,,
대학부설대학원,우송대학교 철도대학원,대전,사립,117 ,114 ,3 ,
대학부설대학원,우송대학교 Culinary MBA대학원,대전,사립,,,,
대학부설대학원,우송대학교 솔브릿지국제경영대학원,대전,사립,64 ,64 ,,
대학부설대학원,우송대학교 CultureTechnology융합대학원,대전,사립,28 ,26 ,2 ,
대학부설대학원,우송대학교 HospitalityCulinary대학원,대전,사립,64 ,59 ,5 ,1 
대학부설대학원,김천대학교 상담·신학대학원,경북,사립,1 ,1 ,,
대학부설대학원,김천대학교 상담·신학·경영대학원,경북,사립,41 ,40 ,1 ,
대학부설대학원,한려대학교 일반대학원,전남,사립,4 ,2 ,2 ,
대학부설대학원,한려대학교 경영행정대학원,전남,사립,12 ,8 ,4 ,
대학부설대학원,한려대학교 보건대학원,전남,사립,22 ,18 ,4 ,
대학부설대학원,한려대학교 사회복지대학원,전남,사립,24 ,21 ,3 ,
대학부설대학원,한려대학교 산업대학원,전남,사립,,,,
대학부설대학원,경운대학교 일반대학원,경북,사립,80 ,72 ,8 ,
대학부설대학원,경운대학교 사회복지대학원,경북,사립,32 ,32 ,,
대학부설대학원,경운대학교 산업정보대학원,경북,사립,39 ,36 ,3 ,
대학부설대학원,남서울대학교 일반대학원,충남,사립,240 ,221 ,19 ,1 
대학부설대학원,남서울대학교 특수대학원,충남,사립,181 ,171 ,10 ,4 
대학부설대학원,초당대학교 일반대학원,전남,사립,50 ,45 ,5 ,
대학부설대학원,초당대학교 산업대학원,전남,사립,158 ,157 ,1 ,
대학부설대학원,한국산업기술대학교 일반대학원,경기,사립,101 ,97 ,4 ,
대학부설대학원,한국산업기술대학교 산업기술경영대학원,경기,사립,209 ,204 ,5 ,1 
대학부설대학원,한국산업기술대학교 지식기반기술·에너지대학원,경기,사립,77 ,71 ,6 ,8 
대학부설대학원,제주국제대학교 경영대학원,제주,사립,,,,
대학부설대학원,제주국제대학교 교육대학원,제주,사립,37 ,30 ,7 ,
대학부설대학원,제주국제대학교 사회복지대학원,제주,사립,,,,
대학부설대학원,제주국제대학교 산업대학원,제주,사립,,,,
대학부설대학원,제주국제대학교 경찰법무대학원,제주,사립,,,,
대학부설대학원,제주국제대학교 경영사회복지대학원,제주,사립,,,,
대학부설대학원,제주국제대학교 글로벌제주학융합대학원,제주,사립,85 ,78 ,7 ,
대학부설대학원,제주국제대학교 사회복지임상치료대학원,제주,사립,68 ,63 ,5 ,
대학부설대학원,신한대학교 보건대학원,경기,사립,36 ,33 ,3 ,
대학부설대학원,신한대학교 지식복지대학원,경기,사립,64 ,58 ,6 ,1 
대학부설대학원,신한대학교 생활문화대학원,경기,사립,20 ,19 ,1 ,
대학부설대학원,울산과학기술대학교 일반대학원,울산,국립대법인,952 ,927 ,25 ,
대학부설대학원,울산과학기술대학교 기술경영대학원,울산,국립대법인,37 ,36 ,1 ,
대학부설대학원,공주교육대학교교육대학원,충남,국립,797 ,516 ,281 ,1 
대학부설대학원,광주교육대학교교육대학원,광주,국립,964 ,788 ,176 ,
대학부설대학원,대구교육대학교교육대학원,대구,국립,1130 ,983 ,147 ,
대학부설대학원,부산교육대학교교육대학원,부산,국립,1170 ,1019 ,151 ,
대학부설대학원,서울교육대학교 교육대학원,서울,국립,112 ,67 ,45 ,
대학부설대학원,서울교육대학교 교육전문대학원,서울,국립,1504 ,1381 ,123 ,
대학부설대학원,경인교육대학교교육대학원,인천,국립,,,,
대학부설대학원,경인교육대학교 교육전문대학원,인천,국립,2141 ,1689 ,452 ,
대학부설대학원,전주교육대학교교육대학원,전북,국립,356 ,290 ,66 ,
대학부설대학원,진주교육대학교교육대학원,경남,국립,481 ,429 ,52 ,
대학부설대학원,청주교육대학교교육대학원,충북,국립,534 ,438 ,96 ,
대학부설대학원,춘천교육대학교교육대학원,강원,국립,715 ,504 ,211 ,
대학부설대학원,한밭대학교산업대학원,대전,국립,43 ,2 ,41 ,
대학부설대학원,한밭대학교정보통신전문대학원,대전,국립,17 ,,17 ,
대학부설대학원,한밭대학교 창업경영대학원,대전,국립,28 ,1 ,27 ,
대학부설대학원,서울과학기술대학교산업대학원,서울,국립,106 ,10 ,96 ,
대학부설대학원,서울과학기술대학교주택대학원,서울,국립,25 ,4 ,21 ,
대학부설대학원,서울과학기술대학교철도전문대학원,서울,국립,13 ,1 ,12 ,
대학부설대학원,서울산업대학교IT디자인대학원,서울,국립,4 ,,4 ,
대학부설대학원,서울과학기술대학교IT정책전문대학원,서울,국립,10 ,1 ,9 ,
대학부설대학원,서울과학기술대학교에너지환경대학원,서울,국립,6 ,1 ,5 ,
대학부설대학원,서울과학기술대학교 NID융합기술대학원,서울,국립,31 ,4 ,27 ,
대학부설대학원,한경대학교 공공정책대학원,경기,국립,1 ,,1 ,
대학부설대학원,한경대학교산업대학원,경기,국립,1 ,,1 ,
대학부설대학원,한경대학교전자정부대학원,경기,국립,,,,
대학부설대학원,한경대학교 국제개발협력대학원,경기,국립,1 ,1 ,,
대학부설대학원,한경대학교 바이오정보기술대학원,경기,국립,,,,
대학부설대학원,한경대학교 미래융합기술대학원,경기,국립,2 ,1 ,1 ,
대학부설대학원,진주산업대학교 산업대학원,경남,국립,7 ,,7 ,
대학부설대학원,진주산업대학교 벤처창업대학원,경남,국립,4 ,,4 ,
대학부설대학원,한국교통대학교산업대학원,충북,국립,2 ,,2 ,
대학부설대학원,한국교통대학교경영행정외국어대학원,충북,국립,3 ,1 ,2 ,
대학부설대학원,한국산업기술대학교 산업기술경영대학원,경기,사립,1 ,1 ,,
대학부설대학원,한국산업기술대학교 지식기반기술·에너지대학원,경기,사립,,,,
대학부설대학원,한국방송통신대학교 경영대학원,서울,국립,234 ,179 ,55 ,
대학부설대학원,한국방송통신대학교 대학원,서울,국립,2388 ,1994 ,394 ,2 
대학부설대학원,남서울대학교 특수대학원,충남,사립,,,,
대학부설대학원,우송대학교경영대학원,대전,사립,,,,
대학부설대학원,우송대학교디자인대학원,대전,사립,,,,
대학부설대학원,우송대학교 보건복지대학원,대전,사립,,,,
대학부설대학원,우송대학교 공학대학원,대전,사립,,,,
대학부설대학원,우송대학교TESOLㆍMALL대학원,대전,사립,,,,
대학부설대학원,우송대학교 공학·디자인대학원,대전,사립,,,,
대학부설대학원,우송대학교 철도대학원,대전,사립,,,,
대학부설대학원,초당대학교산업대학원,전남,사립,14 ,,14 ,
대학부설대학원,청운대학교 산업기술경영대학원,충남,사립,115 ,109 ,6 ,
대학부설대학원,경운대학교 사회복지대학원,경북,사립,,,,
대학부설대학원,경운대학교 산업정보대학원,경북,사립,1 ,,1 ,
대학부설대학원,한려대학교경영행정대학원,전남,사립,,,,
대학부설대학원,한려대학교사회복지대학원,전남,사립,,,,
대학부설대학원,한려대학교산업대학원,전남,사립,,,,
대학부설대학원,경희사이버대학교 호텔관광대학원,서울,사립,114 ,94 ,20 ,
대학부설대학원,경희사이버대학교 문화창조대학원,서울,사립,212 ,177 ,35 ,
대학부설대학원,대구사이버대학교 휴먼케어대학원,경북,사립,115 ,95 ,20 ,
대학부설대학원,부산디지털대학교 휴먼서비스대학원,부산,사립,88 ,74 ,14 ,
대학부설대학원,서울사이버대학교 상담심리대학원,서울,사립,236 ,213 ,23 ,
대학부설대학원,서울사이버대학교 휴먼서비스대학원,서울,사립,169 ,150 ,19 ,
대학부설대학원,세종사이버대학교대학원,서울,사립,132 ,108 ,24 ,2 
대학부설대학원,원광디지털대학교 웰빙문화대학원,전북,사립,132 ,97 ,35 ,1 
대학부설대학원,고려사이버대학교 학제정보대학원,서울,사립,,,,
대학부설대학원,고려사이버대학교 융합정보대학원,서울,사립,57 ,46 ,11 ,1 
대학부설대학원,한양사이버대학교 경영대학원,서울,사립,326 ,289 ,37 ,
대학부설대학원,한양사이버대학교 교육정보대학원,서울,사립,82 ,73 ,9 ,
대학부설대학원,한양사이버대학교 디자인대학원,서울,사립,46 ,37 ,9 ,
대학부설대학원,한양사이버대학교 부동산대학원,서울,사립,70 ,64 ,6 ,
대학부설대학원,한양사이버대학교 휴먼서비스대학원,서울,사립,284 ,252 ,32 ,
대학부설대학원,사이버한국외국어대학교 TESOL 대학원,서울,사립,137 ,108 ,29 ,3 
대학부설대학원,한국과학기술원 일반대학원,대전,특별법법인,6962 ,6648 ,314 ,120 
대학부설대학원,광주과학기술원 일반대학원,광주,특별법법인,1167 ,1144 ,23 ,131 
대학부설대학원,대구경북과학기술원 일반대학원,대구,특별법법인,321 ,314 ,7 ,51 
대학부설대학원,한국전통문화대학교 일반대학원,충남,특별법국립,35 ,34 ,1 ,
대학부설대학원,한국전통문화대학교 문화유산융합대학원,충남,특별법국립,76 ,70 ,6 ,5 
